A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF
0.00015038,5.36E-05,0.001599,-0.001136,0.00021859,-0.00024918,-0.00099667,5.11E-05,-0.00091733,0.00019677,0.00066403,-0.00046968,-0.00078414,0.00036915,-0.0007383,3.00E-10,4.22E-09,5.12E-10,1.80E-09,4.31E-09,5.55E-09,4.93E-09,1.51E-09,7.11E-09,3.16E-09,6.15E-09,2.67E-10,1.07E-09,5.18E-09,2.09E-09,-2.36E-05,0
0.00028163,-0.00028137,0.00067759,-0.00014371,0.00098815,-0.0009628,-0.0015202,-0.00085109,0.00014503,-0.00051637,0.00050939,0.00055876,-0.00061944,-0.0004503,-0.00020591,7.94E-09,2.82E-09,8.09E-09,5.12E-09,7.77E-09,7.01E-09,9.64E-09,4.92E-09,5.22E-09,1.11E-09,3.71E-09,7.49E-09,2.35E-09,8.11E-09,5.23E-09,2.11E-05,0
-0.0001655,-0.00043793,0.00096345,-0.00042482,0.00033718,-0.001104,0.00076354,0.00043999,-0.0012371,-4.87E-05,0.00052645,-0.00061514,0.00085534,-0.00098454,0.00049935,7.13E-09,3.89E-09,2.30E-09,2.62E-09,9.97E-09,5.71E-09,8.68E-09,3.88E-09,9.41E-09,7.48E-09,3.42E-09,6.66E-09,5.28E-09,9.06E-09,3.54E-09,0.0011562,1
-0.0013464,-0.00066693,-0.00062531,-0.00036081,0.00012613,0.00015223,-0.00062712,-0.00083667,-0.00039831,-0.0004931,-0.00062732,0.0013173,-0.0011407,-0.00023453,0.00045872,2.11E-09,3.17E-09,1.87E-09,2.16E-10,8.71E-09,4.38E-09,4.22E-09,5.72E-09,3.00E-09,2.51E-09,7.33E-09,2.79E-09,8.16E-09,6.22E-09,1.21E-09,-0.001615,1
0.00012308,0.00073343,0.00042311,0.00056887,0.00014274,-0.00040656,0.00030592,-0.0003718,0.00015308,0.0015614,0.00095068,8.17E-05,-0.0001233,0.0011585,0.00013187,3.52E-09,4.56E-09,9.02E-09,1.95E-09,1.43E-09,6.51E-09,7.08E-10,2.75E-09,1.87E-09,3.46E-09,1.87E-09,8.63E-09,2.41E-09,6.70E-09,8.81E-09,0.00089401,1
0.00044247,0.00077158,0.00051014,-0.0007965,0.00066048,-0.00083036,1.98E-05,-0.00036692,-0.00068437,8.41E-05,-0.00060845,7.95E-05,-0.00069692,0.00091046,-0.00065943,6.67E-09,3.28E-09,3.71E-09,7.78E-09,4.59E-10,4.33E-09,9.56E-09,9.60E-09,8.99E-09,3.27E-09,2.11E-11,5.37E-09,9.19E-09,5.71E-09,1.02E-09,-0.00090506,0
-0.00077198,-0.00012789,0.00098345,-0.00012489,0.00015673,0.00020431,-0.00073869,9.52E-05,-0.00029412,0.0007951,9.60E-05,-0.0010911,0.00032027,0.0011013,0.00068874,9.50E-09,6.93E-11,4.04E-09,4.65E-09,3.91E-09,3.66E-09,6.48E-09,7.69E-09,4.97E-09,4.24E-09,1.15E-09,2.38E-09,7.85E-09,6.71E-10,7.05E-09,0.00035277,1
-0.00044996,-0.00040451,0.00010208,-0.00026213,0.00023024,-5.70E-05,0.00064225,-0.00057537,0.00014015,0.00092979,-0.0010405,-0.00019999,0.0015867,-0.00013126,0.0020811,9.12E-09,9.79E-09,1.82E-09,7.56E-09,4.77E-09,7.67E-09,3.49E-09,2.52E-09,3.83E-09,8.84E-09,9.15E-09,3.14E-09,4.12E-09,7.49E-10,3.28E-09,0.00035762,1
-7.98E-06,-8.01E-05,0.00096396,0.0011285,8.76E-05,-0.00014179,0.00077627,0.00010512,-0.00087574,0.00044273,-0.00068524,-0.00061306,0.00052471,0.00038742,0.00072699,1.59E-09,6.29E-09,7.98E-09,9.55E-09,9.10E-10,5.93E-09,2.97E-09,9.15E-09,5.58E-09,6.63E-09,1.10E-09,6.12E-09,7.65E-10,7.85E-09,7.95E-09,-0.0001761,0
-0.00020999,2.67E-05,-0.0014663,0.00018739,-0.00035528,-0.00087358,-0.000318,0.00048062,6.49E-05,-0.00029021,-0.00037,8.15E-05,0.00077054,0.00043432,0.00052196,9.86E-09,7.89E-09,3.31E-09,8.24E-09,9.94E-09,4.74E-09,5.10E-09,4.03E-09,2.74E-09,6.71E-09,4.50E-09,2.47E-09,7.66E-09,6.70E-09,5.95E-09,0.00027086,1
0.0008898,0.001172,0.00064849,0.00051123,-0.00045854,4.45E-05,-0.00079717,-0.00024845,0.00057024,-0.00048507,-0.0012928,-0.0006262,-8.32E-05,-0.0011753,-0.00026218,1.91E-09,3.48E-09,2.57E-09,6.13E-09,2.69E-09,1.33E-09,2.51E-09,6.59E-09,3.13E-09,1.01E-09,7.09E-09,5.68E-09,1.44E-09,2.80E-09,9.50E-09,-0.0010841,0
-0.00073398,-0.00060383,0.00084678,0.00010993,-0.00017326,-0.00098589,3.57E-05,-0.00065025,8.92E-05,-2.57E-05,-0.00016952,0.0001532,-0.00061009,-0.00038453,-0.00061195,6.98E-09,9.60E-09,7.66E-09,9.18E-09,3.22E-10,2.83E-09,1.81E-10,8.38E-09,7.50E-09,3.19E-10,4.05E-09,4.15E-09,8.14E-09,7.81E-09,6.60E-09,-0.00079055,0
-3.44E-06,0.00076679,-0.00010527,0.00048454,0.00036593,0.00013377,-9.50E-05,0.00028394,-0.0010304,-0.0011947,0.00042117,-0.00033887,0.00034629,0.00041105,-0.00077324,3.79E-09,3.68E-09,7.70E-09,1.72E-09,9.45E-09,6.22E-10,4.10E-09,9.48E-10,8.23E-09,2.73E-09,5.27E-09,4.82E-09,2.76E-10,3.98E-09,7.91E-09,0.00084911,0
0.00095537,0.0008069,-0.00039735,0.00066384,-0.00031904,9.21E-05,-0.0001121,-0.00028469,-0.00048638,-8.18E-07,0.00038545,0.00041891,-0.00045902,2.29E-05,0.0004688,2.37E-09,1.30E-09,1.66E-09,8.53E-09,1.79E-09,1.30E-09,5.62E-09,1.91E-09,2.52E-09,8.75E-09,7.97E-09,7.99E-09,9.83E-09,6.97E-10,8.56E-09,5.83E-05,1
0.00068718,-0.00028853,-0.0011585,-0.00065361,-0.0001496,0.00037752,-0.00023367,-0.00010649,-9.05E-05,-3.80E-05,0.00017829,-0.0012061,0.00061363,0.00064904,-0.0006192,9.85E-09,4.91E-09,8.26E-09,3.59E-09,6.40E-09,3.37E-10,8.13E-09,1.11E-09,5.15E-09,1.87E-09,7.94E-09,6.40E-10,4.50E-09,5.79E-09,2.09E-09,0.00060288,0
0.00016915,0.00044838,0.00028537,8.65E-05,-0.00067103,-0.0013644,0.00024086,-0.0012601,0.0010514,-0.0001913,-0.00059858,0.00051141,-0.00054889,0.00029102,-0.00047151,1.05E-09,1.97E-09,5.07E-09,5.66E-09,5.35E-09,3.78E-09,7.52E-09,5.66E-09,8.33E-09,1.28E-09,3.49E-09,7.86E-09,1.26E-09,9.49E-09,5.56E-09,-0.0010072,0
-0.0019071,-0.00020675,5.54E-05,0.0006323,-0.00045169,0.00069588,0.00073625,-0.00049955,-0.00049424,0.0017613,-0.0010925,-0.0014305,-0.00044255,0.0002959,-1.82E-05,5.65E-09,2.61E-09,8.68E-10,7.59E-10,3.02E-09,8.25E-09,4.90E-09,9.57E-09,6.98E-09,1.71E-09,4.78E-09,4.67E-09,5.89E-09,4.45E-09,4.95E-09,-0.0014443,1
-0.00038918,0.00022391,0.00061807,0.00053946,0.00015319,0.00059495,0.00084498,-0.00035291,0.00025262,-0.001098,-0.00023606,-0.00042964,-0.0015785,-0.00078836,0.00055794,4.79E-09,7.38E-09,1.96E-09,8.75E-09,8.10E-09,3.84E-09,1.00E-08,2.78E-09,7.77E-10,9.54E-09,6.13E-09,4.58E-09,3.28E-09,1.74E-10,7.02E-09,-0.001473,0
-0.00060371,-0.00037927,0.0010117,-0.0003149,-0.00067225,-0.00016622,0.00064907,0.00038876,0.00036365,5.45E-06,0.00022389,-0.00044301,-0.0013599,-0.00010625,0.00035906,2.33E-09,7.87E-09,7.32E-10,2.02E-09,2.58E-09,9.71E-09,6.88E-09,7.56E-09,3.00E-09,7.18E-09,8.68E-09,1.89E-09,1.67E-09,4.51E-09,7.46E-09,-0.0010941,1
0.00052009,7.52E-05,-0.00015407,0.00077775,-0.00018471,-0.00041032,-0.00078608,-0.00053788,-7.09E-05,-0.0017626,-0.00085976,-0.00072879,-0.00076512,-0.00058582,0.00053904,1.12E-09,2.41E-09,4.10E-09,3.99E-09,5.16E-09,8.73E-09,6.58E-09,8.23E-09,8.85E-09,3.70E-11,3.25E-09,5.34E-09,2.38E-09,8.98E-09,5.48E-09,-0.0014213,1
-0.00083129,-0.00077775,0.00024067,-0.001066,-0.00050258,-0.00083838,-0.00024679,0.00040768,0.00067424,0.00018181,0.00058776,0.00021259,-0.0002745,0.00082594,0.00010413,8.09E-09,3.85E-09,5.49E-09,7.01E-09,3.12E-09,2.04E-09,3.03E-09,3.07E-09,1.75E-09,4.56E-09,9.65E-10,7.22E-09,5.90E-09,7.51E-09,6.58E-09,9.35E-05,0
0.00043831,0.00075869,0.00018387,0.001114,0.00033772,-0.0008335,-0.00048735,-0.00055261,-0.00039693,0.0010005,0.00033134,0.00025932,0.00014894,-0.00080404,-1.53E-06,9.99E-09,2.96E-09,9.75E-09,1.81E-09,3.89E-09,6.01E-09,5.96E-09,7.11E-09,6.88E-09,4.17E-09,1.28E-09,4.37E-10,2.17E-09,5.17E-09,2.09E-09,0.0005982,1
0.00017673,0.00037777,-0.0015367,0.00047887,0.00041547,0.00057657,0.00032773,0.0011539,-0.00024914,4.60E-05,0.00098962,0.0005286,0.00063406,0.00055136,-0.0010266,6.65E-09,7.05E-09,3.45E-09,9.80E-09,1.59E-09,5.32E-09,5.45E-09,4.81E-10,6.04E-09,4.99E-09,2.41E-09,8.57E-09,9.91E-09,6.12E-09,7.46E-09,0.0015375,0
0.00094457,-0.0005154,0.0010757,6.72E-05,7.30E-05,-0.00059771,-0.00060865,0.00060041,-0.00045506,0.00050919,0.00018397,0.00031262,-0.00064178,-0.00083036,0.00017198,7.36E-09,8.36E-09,8.55E-10,5.48E-09,6.67E-09,6.27E-09,9.93E-10,6.15E-09,5.45E-09,5.42E-09,1.55E-09,5.08E-09,8.28E-09,4.50E-09,3.17E-09,-0.00045217,1
0.00040734,0.00079398,-0.00060666,0.0001928,0.0013814,0.00062412,1.31E-05,-0.0017462,2.12E-05,0.00040528,0.00059714,0.00065639,0.00012351,-0.00028958,6.77E-05,6.68E-11,5.65E-09,3.45E-09,4.79E-10,6.34E-09,5.01E-09,7.46E-09,5.83E-09,4.31E-09,9.37E-09,5.71E-09,2.24E-09,6.21E-09,8.29E-09,5.36E-09,0.00096118,1
0.00070215,-4.00E-05,0.00049888,-0.00053585,0.00025003,-0.00072066,0.00060726,-0.00024876,0.00047977,-0.0010254,-0.00041634,3.39E-05,4.35E-05,-0.00077557,-0.00058974,7.12E-09,8.59E-10,4.34E-09,2.52E-09,1.59E-09,3.29E-09,3.91E-09,4.64E-09,3.92E-09,3.06E-09,8.35E-09,9.77E-09,2.72E-09,5.64E-09,6.28E-09,-0.00030961,1
-0.00075417,-0.00084369,-0.0010991,-0.00030647,-0.00022682,0.00087245,-0.00035642,0.00063532,0.00059368,0.00031262,-0.00049491,-0.00034843,2.21E-05,0.0012373,-0.00062333,4.73E-09,4.04E-09,8.46E-09,4.72E-09,1.87E-09,9.54E-09,1.95E-09,2.41E-09,7.55E-09,5.68E-09,5.02E-09,7.98E-09,6.86E-09,6.33E-09,3.86E-09,-0.00060129,1
0.00059812,-0.00058699,0.0004205,-0.00044188,-0.0002707,0.00025392,-0.00010982,-2.21E-05,5.46E-05,0.00024327,8.73E-05,0.0003904,0.00038745,-0.00046755,0.00093167,4.71E-09,4.02E-09,3.88E-09,4.36E-09,1.26E-09,6.22E-09,6.43E-09,5.75E-09,4.23E-09,6.45E-10,5.36E-09,2.28E-09,1.50E-09,3.00E-09,3.39E-09,0.00026403,0
-0.00026336,0.0003106,-0.0009075,0.00010248,0.00032297,0.0003608,4.29E-05,-0.00019606,-0.00028307,-0.00015548,0.00028242,-0.00026687,0.0012396,9.75E-05,-0.0010848,2.37E-09,3.67E-09,6.55E-09,5.16E-09,1.97E-09,7.76E-09,3.51E-10,1.12E-09,9.25E-09,3.34E-09,3.44E-09,8.03E-09,7.18E-09,8.62E-09,5.21E-09,0.0013874,1
2.76E-05,0.0011573,0.00055092,0.0002132,-0.00061742,-2.55E-05,8.34E-05,0.00024027,-0.00014563,0.00046939,0.00052207,-0.0001736,-0.00070563,-0.0012721,-0.00073481,6.57E-09,5.02E-09,4.73E-09,2.16E-09,6.13E-09,4.72E-10,3.39E-09,7.35E-09,7.39E-09,4.57E-09,3.05E-09,6.59E-09,1.90E-09,8.46E-09,9.28E-09,-5.06E-06,1
-0.0011751,-8.30E-05,0.0018261,0.00073712,0.00058273,7.15E-05,0.00049413,-0.00027729,0.00092702,-0.00023243,0.0012321,-0.0014537,0.00051385,-0.0007037,-0.0015017,7.80E-09,3.39E-09,5.67E-09,6.28E-09,8.64E-09,9.26E-09,9.96E-09,9.74E-09,4.25E-09,7.54E-09,8.35E-09,4.18E-09,5.27E-09,3.73E-09,2.53E-09,0.0015965,0
-0.00094639,0.00043736,0.00067323,0.00070806,-5.74E-05,-0.00020079,-0.00015253,-0.00099983,0.00020765,0.00016049,-0.00037395,-0.0011733,-0.00022668,0.00026353,-0.00044687,8.34E-09,7.47E-09,1.42E-09,7.93E-09,1.40E-09,3.16E-09,1.46E-09,9.48E-09,3.25E-09,9.22E-09,9.96E-09,5.71E-09,4.04E-10,1.67E-09,4.65E-10,-0.00045584,0
2.19E-05,0.00012922,0.00030101,0.00091252,-0.00065558,7.38E-05,0.00054568,0.00069035,0.00073186,-0.00046894,0.00016806,0.00059347,0.00022589,-0.00073042,-0.00028353,9.25E-09,5.33E-09,8.75E-09,7.13E-11,7.06E-09,7.27E-09,8.47E-09,2.91E-09,3.06E-09,9.22E-09,9.28E-09,5.81E-09,6.24E-09,3.76E-09,9.06E-09,0.00027389,0
-0.0003998,0.00010763,0.00095454,0.00062144,-0.0010758,-0.00021027,0.00062211,0.00070293,-0.00022115,-0.0008959,-0.0012178,-0.00041543,0.00055506,0.00088963,-0.00021043,1.16E-09,5.53E-09,1.88E-09,7.02E-09,7.17E-09,1.16E-09,9.30E-09,4.37E-09,4.71E-09,3.05E-10,4.94E-10,3.15E-09,1.38E-09,6.30E-09,6.89E-09,-0.00075088,0
-0.00029524,-0.0008201,-0.00065472,0.0014141,0.00014965,8.98E-05,-0.00065532,-0.0009429,-0.00055262,-0.00089729,0.00069357,-0.00010485,0.00064384,0.0015769,-0.00096212,8.66E-09,2.47E-09,1.21E-10,8.19E-09,5.87E-09,1.20E-09,3.69E-09,3.61E-09,5.35E-09,1.09E-09,6.90E-09,6.49E-09,4.58E-09,7.98E-09,4.37E-09,0.0010368,1
-0.0001669,6.83E-05,-0.00045333,0.000599,0.0013405,0.00089997,0.0002857,-0.00046312,-0.0014931,-0.00089917,-0.00060952,0.00021111,-0.00047474,7.91E-05,-6.73E-05,6.05E-09,2.20E-09,2.13E-09,2.70E-09,9.37E-09,7.27E-09,5.58E-09,4.78E-09,4.38E-09,9.63E-09,4.19E-09,5.25E-09,7.43E-09,3.54E-09,5.54E-09,-0.00075093,1
0.00043638,0.00061924,3.19E-05,-0.00028851,-2.62E-05,-0.00025433,-0.0002346,0.0008399,0.0010242,-0.00020234,0.0003737,-0.00084857,0.00095654,-0.00046786,0.00058827,7.22E-09,3.18E-09,5.71E-09,4.67E-09,1.53E-09,5.21E-09,1.07E-09,4.47E-09,4.32E-09,4.34E-09,9.72E-09,6.05E-09,2.18E-09,4.67E-09,8.92E-10,0.0012391,1
8.73E-05,-0.00038638,0.0006646,-0.00020585,-0.00013721,-0.00030189,0.0004947,7.01E-05,-0.00069001,0.00030736,0.0011305,0.00053294,0.00073249,-0.00012041,-0.00013923,9.88E-10,5.37E-09,2.78E-09,8.82E-09,7.99E-09,4.98E-09,8.70E-09,2.51E-09,3.42E-09,6.76E-09,3.23E-09,2.70E-09,4.53E-09,2.33E-09,5.38E-10,0.001539,1
-0.00069324,0.00011876,0.00037891,-6.77E-05,-3.96E-05,-0.00082465,0.00042727,0.00015586,-0.00069971,-0.00087124,0.00085973,0.00027793,0.00025922,-8.83E-05,0.00011648,4.47E-09,8.38E-09,9.47E-09,5.09E-09,4.45E-09,4.97E-09,6.88E-09,9.78E-09,6.74E-09,3.87E-09,5.84E-09,4.05E-09,9.93E-09,6.12E-09,2.30E-09,0.0010015,0
0.00047326,0.00027204,-0.00072822,-0.00046822,-4.38E-05,-0.00043684,-0.00058378,-0.00027471,0.0012658,-0.00045498,-0.00092722,0.0012914,0.00041049,-0.00035538,-0.00031639,1.43E-09,5.03E-09,1.74E-09,2.20E-09,4.26E-09,8.36E-09,1.21E-09,7.23E-09,1.90E-09,2.86E-09,1.48E-10,5.19E-09,1.99E-09,3.96E-09,9.24E-10,-0.00044472,0
0.00072049,-0.00085597,-0.00073023,-0.00061929,-0.00021681,-0.00057752,0.0002944,0.00054792,9.95E-05,0.00045423,-0.00027648,-0.00028184,-0.00027788,-0.00047701,0.00056991,8.74E-09,6.35E-09,4.39E-09,6.22E-09,1.02E-09,5.30E-09,7.82E-09,2.78E-09,7.18E-09,4.37E-09,1.35E-09,1.51E-09,4.55E-09,7.10E-09,4.50E-09,-0.00065786,1
0.0006071,-0.00012134,5.26E-05,-0.00013545,0.00045825,-2.12E-05,0.00019891,-0.00017964,7.91E-05,6.80E-05,-0.0011937,-0.0002913,0.0009546,1.87E-05,-0.00035182,9.53E-09,6.15E-09,7.06E-09,7.54E-09,3.65E-09,3.17E-09,2.61E-09,3.47E-09,4.28E-09,9.61E-09,8.31E-09,2.41E-10,2.56E-09,3.35E-09,8.20E-09,-0.0002285,0
0.00081429,-0.00029633,0.00050172,-0.00070324,-0.00036834,-0.00067312,0.00060291,0.00086161,0.0012422,-0.00029671,-0.00041214,-0.00059209,-1.47E-06,0.0018046,-0.00059799,2.08E-09,1.43E-09,3.53E-09,3.41E-09,1.57E-09,9.22E-09,9.96E-09,2.05E-09,4.03E-09,2.32E-10,5.92E-09,2.04E-09,4.01E-09,2.10E-09,6.17E-09,-0.00047079,0
0.0014909,0.0015533,-0.00081214,-0.00017149,-0.00087339,-0.001295,0.00032257,0.0016868,-0.000226,0.00071987,-0.00031581,-0.00039585,0.00044868,-0.0017999,0.00014251,9.40E-09,6.36E-09,6.31E-09,6.87E-09,1.74E-09,4.04E-09,6.94E-10,7.87E-09,3.32E-09,2.62E-09,3.41E-10,2.76E-09,5.56E-09,6.73E-09,2.38E-09,0.00024557,1
-0.00012787,-0.00011423,0.00035189,0.00057954,4.71E-05,-3.20E-05,7.46E-05,8.77E-05,7.09E-05,0.00057779,-0.00067538,-0.00010229,0.00072924,-0.00029546,-0.00017965,5.85E-09,7.66E-09,1.36E-09,3.43E-10,2.23E-09,5.69E-09,7.14E-09,5.26E-09,1.41E-09,9.70E-09,5.77E-09,4.71E-09,6.14E-09,3.04E-09,9.48E-09,-7.47E-06,1
0.0012171,0.00061985,6.60E-05,0.00012516,-9.74E-05,0.000196,0.00031297,-0.00053849,-0.00020809,-0.00019237,-0.00045306,0.00082021,-0.00031028,-0.00061453,-0.0018346,9.49E-09,6.25E-09,1.60E-09,8.80E-09,3.42E-09,5.85E-09,5.94E-09,1.94E-09,6.08E-09,9.85E-09,9.52E-09,1.95E-09,4.78E-09,7.34E-09,7.65E-09,-0.00057045,0
-0.00010732,0.00026933,0.00019315,-8.15E-05,-3.47E-06,-0.00029592,0.00050479,0.00062979,0.00082512,0.00034121,-2.90E-05,-0.00012382,-0.0013791,0.00049655,0.00065582,8.82E-09,9.84E-09,1.00E-09,7.13E-09,3.84E-09,5.60E-09,6.29E-09,3.03E-10,3.55E-09,1.88E-09,2.67E-09,8.72E-09,3.24E-09,4.01E-09,5.59E-09,-0.0011339,0
-0.00036965,-0.00076048,-3.73E-05,0.00042695,-0.00019989,0.00013853,-0.00062325,0.00088999,-0.0010006,0.00033602,-0.00021586,-2.26E-05,7.54E-05,0.00021362,0.0010957,3.06E-09,8.67E-09,3.49E-09,9.01E-09,3.03E-09,2.16E-10,8.44E-09,2.10E-09,2.49E-09,3.14E-09,6.27E-09,6.96E-09,4.71E-09,6.96E-10,7.72E-09,-0.0002892,0
6.91E-05,-0.00078287,-0.00028658,-0.00046793,0.00074298,0.00013408,0.00033865,-0.00021653,-0.0011294,0.0020602,0.0002895,-0.00030801,-0.0001895,-0.00099545,0.0002178,8.69E-10,6.64E-09,4.07E-09,8.78E-09,8.02E-09,9.92E-09,3.76E-09,6.18E-09,3.60E-09,8.47E-09,4.03E-10,2.50E-09,9.99E-09,5.60E-09,9.87E-09,6.42E-05,0
0.00025389,0.00037937,0.00062244,-0.0002884,-0.00070406,-0.00068852,-7.17E-05,0.00062681,0.0006017,0.00030813,-0.001506,0.00059966,0.0010265,0.0010501,0.00041142,3.73E-09,1.44E-09,9.30E-09,9.08E-09,3.51E-09,1.11E-09,2.88E-09,3.47E-09,5.70E-09,6.43E-09,4.53E-09,2.46E-10,9.85E-09,4.02E-09,3.58E-09,-0.00051684,0
1.69E-05,0.00037831,-0.00096207,-0.00073119,0.00055444,0.00039795,-0.00065084,-0.00048883,0.00029947,0.00025424,-0.00016468,-0.001102,-0.00015855,-0.00025816,0.00023885,1.91E-10,9.62E-09,6.02E-09,7.89E-10,9.19E-10,7.34E-09,7.80E-09,6.94E-10,8.38E-10,3.96E-09,9.63E-09,8.04E-09,3.63E-09,3.76E-09,5.56E-10,-0.00013988,0
0.00077825,0.00029301,0.00039898,-0.00042436,0.0003755,-0.00010483,0.00060412,0.00025666,-5.88E-05,-0.00037244,-0.00036335,0.00034525,0.00047957,-0.00067357,-0.00091512,4.47E-09,7.38E-09,1.02E-09,1.64E-09,9.41E-09,7.25E-09,7.70E-09,1.86E-09,1.04E-10,5.36E-09,7.72E-09,7.30E-09,8.82E-09,7.77E-09,4.68E-09,0.00017769,1
-0.00054661,3.55E-05,0.00090019,-0.00038079,-1.93E-06,0.00039519,-0.00056131,-0.00044953,0.00010044,-0.0001425,0.00018183,-0.00033091,-0.00072549,0.00048266,-0.00032094,9.48E-09,9.65E-10,3.19E-10,9.06E-09,8.19E-09,7.33E-09,1.91E-09,5.15E-09,1.98E-09,8.20E-09,6.59E-09,1.78E-09,4.56E-09,8.25E-09,9.22E-09,-0.00043856,0
0.00076464,6.98E-05,-0.0008624,-0.00068561,0.00048163,7.37E-05,0.00038697,-0.00016411,0.00043065,-0.00032685,8.10E-05,0.0002517,-0.0016487,-0.00071042,0.0001224,4.41E-09,7.00E-09,1.03E-09,1.36E-09,6.88E-09,4.20E-09,5.04E-10,9.18E-09,2.97E-09,9.36E-09,6.14E-09,9.04E-09,6.53E-09,8.84E-09,3.14E-09,-0.0012306,1
0.00056464,-0.0016334,0.00047663,-4.66E-05,-0.0013788,0.0010259,-0.00030323,-0.00017152,-0.0017738,1.78E-05,0.00070435,0.00063673,0.00067314,0.0011644,-0.00030227,1.05E-09,4.82E-09,9.74E-09,1.63E-10,6.54E-09,4.17E-09,5.82E-09,7.68E-09,1.30E-09,4.77E-09,2.95E-09,4.61E-09,9.47E-09,3.62E-09,7.36E-09,0.00072469,0
-0.00048389,4.99E-05,0.0013606,-0.00055806,-7.05E-05,-0.00086945,-0.00023907,-0.00060439,-0.00032753,0.00029176,-3.26E-06,-0.00073328,-0.00067476,-0.00050014,-0.00027499,2.88E-09,3.83E-09,6.78E-09,5.03E-09,2.51E-09,4.69E-09,9.95E-09,9.47E-10,6.96E-09,7.23E-09,3.70E-09,5.87E-09,5.94E-09,4.69E-09,4.69E-09,-0.00056838,0
-0.0002542,-0.00068281,-3.60E-05,-0.00097645,5.69E-05,-0.00032827,0.0005841,0.00049005,0.00019629,0.00075495,0.00072505,0.00048247,-4.45E-05,0.00023119,-0.00067389,2.11E-09,3.61E-09,3.19E-09,3.01E-09,6.67E-09,1.05E-09,8.45E-10,5.78E-10,2.62E-09,3.36E-09,5.93E-09,1.50E-09,2.04E-09,5.09E-09,6.46E-09,0.00050051,1
-0.00044082,0.00094798,-0.0012883,-0.00024002,0.00082264,-0.000137,-0.00046758,-0.00078065,0.0011062,-0.00036437,0.0001139,-0.00083247,-0.00013088,7.94E-05,0.00073553,3.49E-09,1.25E-09,5.33E-09,5.60E-09,4.52E-11,5.65E-09,2.63E-09,8.63E-09,9.82E-09,2.40E-09,9.35E-09,3.39E-09,1.19E-09,4.95E-09,2.88E-09,0.00026745,1
1.35E-05,-2.94E-05,0.00078023,0.00081922,-0.0010802,0.0011438,-9.54E-05,0.0005737,-0.00070303,0.00027081,0.0005769,-0.00088886,0.00036636,0.00049433,-0.00058773,5.73E-09,8.97E-09,9.34E-09,3.87E-09,9.45E-09,4.79E-09,7.97E-09,5.49E-09,5.94E-09,4.22E-09,3.46E-09,8.27E-09,1.49E-09,3.67E-09,3.93E-09,0.00067261,1
-0.00019799,-0.00014673,-0.0003488,-0.0012735,0.000219,-0.00065063,0.00037818,0.001002,0.00068049,0.0017001,-0.0018142,9.12E-05,6.86E-05,0.001135,-0.00092245,9.07E-09,3.58E-09,5.99E-09,1.06E-09,4.60E-10,4.19E-09,5.07E-09,7.19E-10,5.65E-09,6.67E-09,8.55E-09,8.45E-09,9.39E-09,4.19E-09,7.28E-10,-0.0015619,0
-0.00093614,-5.74E-06,0.0004638,0.00052911,-0.00095155,-0.00045498,0.00010805,0.00072767,-0.00052868,-0.0010451,-0.00017715,-0.00021268,0.00019164,-0.00077859,-2.53E-05,3.84E-10,5.52E-09,5.64E-09,2.98E-09,5.06E-09,9.20E-10,4.34E-09,7.88E-09,2.20E-09,6.17E-09,7.31E-09,2.10E-10,1.94E-09,3.31E-09,9.03E-09,-0.00012685,1
-0.00037497,-0.00041083,0.0013717,-0.0006569,-0.0002006,0.00042107,-0.00049177,-0.00044524,0.00038178,-0.0010493,-0.00041025,0.00010632,-0.00027384,-0.0008502,-0.00037975,9.00E-09,5.92E-09,1.64E-09,7.03E-09,1.00E-08,9.85E-10,8.49E-09,1.09E-09,6.24E-09,3.92E-10,6.14E-09,9.65E-09,7.67E-09,8.74E-09,2.32E-09,-0.00069459,1
0.00015926,0.00032822,0.00036461,-0.00095779,0.00054329,0.00011637,-0.00085349,0.0013501,-0.00029116,-0.00012357,-0.00053777,0.00017675,0.00040251,-8.18E-05,0.00038025,7.91E-09,8.60E-09,3.15E-09,1.66E-10,8.56E-09,2.10E-09,1.70E-09,1.89E-09,6.54E-09,8.59E-09,2.92E-09,5.02E-09,9.33E-09,4.06E-09,2.16E-09,-1.44E-05,1
-0.00049293,-0.00016552,0.00023811,0.00019428,0.00014541,-0.00032857,-0.0012629,0.0012127,0.00027892,-0.00013555,-0.00015083,0.0004585,0.000211,-0.00017764,0.00094828,2.50E-09,6.53E-09,3.25E-09,1.35E-09,9.63E-09,1.57E-09,6.37E-09,8.43E-09,8.52E-09,6.71E-09,5.40E-09,2.45E-09,9.53E-09,5.28E-09,5.53E-09,3.24E-05,1
-0.00013929,-0.00059068,-0.00029486,-0.00035597,0.00025321,0.00018234,6.36E-05,-0.00066009,0.002451,-0.00043607,0.00026083,0.00073098,-0.00098171,0.00064724,0.00024558,9.46E-09,5.54E-09,9.84E-10,9.86E-10,1.34E-10,5.27E-09,1.66E-09,6.80E-09,9.95E-09,8.44E-09,9.95E-09,3.88E-09,3.14E-09,4.73E-09,6.87E-09,-0.00065702,0
